epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.6485893130302429,0.8432369828224182,0.001,0.7295238375663757,0.6309493780136108
1,0.7545714378356934,0.5986493229866028,0.001,0.7695237994194031,0.5590121150016785
2,0.7811785936355591,0.5312045812606812,0.001,0.7823809385299683,0.52906733751297
3,0.7970356941223145,0.494790256023407,0.001,0.7938095331192017,0.49667707085609436
4,0.8063392639160156,0.46701669692993164,0.001,0.7961905002593994,0.48339584469795227
5,0.8147500157356262,0.4446454644203186,0.001,0.8002380728721619,0.4704810678958893
6,0.8246250152587891,0.4209563136100769,0.001,0.813095211982727,0.4625578820705414
7,0.8333214521408081,0.4004000425338745,0.001,0.813095211982727,0.44369998574256897
8,0.838910698890686,0.3875914216041565,0.001,0.8135714530944824,0.4349413812160492
9,0.8440892696380615,0.37255266308784485,0.001,0.8197619318962097,0.4392741024494171
10,0.8495000004768372,0.3595462143421173,0.001,0.8242856860160828,0.42885205149650574
11,0.8525893092155457,0.35155004262924194,0.001,0.8223809599876404,0.41857171058654785
12,0.857535719871521,0.3369201421737671,0.001,0.8319047689437866,0.4291096031665802
13,0.8614285588264465,0.3296007215976715,0.001,0.8261904716491699,0.4124537706375122
14,0.8665714263916016,0.3205113708972931,0.001,0.8295238018035889,0.4355677366256714
15,0.866732120513916,0.3162227272987366,0.001,0.8333333134651184,0.41013002395629883
16,0.8700714111328125,0.30996230244636536,0.001,0.8266666531562805,0.429405152797699
17,0.8742321133613586,0.30077964067459106,0.001,0.8247619271278381,0.43326684832572937
18,0.8779285550117493,0.2933436930179596,0.001,0.8273809552192688,0.4248300790786743
19,0.9004999995231628,0.23468054831027985,0.0005,0.840238094329834,0.4068550765514374
20,0.9071071147918701,0.21835169196128845,0.0005,0.8390476107597351,0.4334791302680969
21,0.9130356907844543,0.20538339018821716,0.0005,0.8354762196540833,0.4556330144405365
22,0.9175535440444946,0.19439014792442322,0.0005,0.8330952525138855,0.47461575269699097
23,0.9331785440444946,0.15671220421791077,0.00025,0.8354762196540833,0.5420446991920471
24,0.9401249885559082,0.14284023642539978,0.00025,0.8269047737121582,0.5960319638252258
25,0.944678544998169,0.13222457468509674,0.00025,0.8254761695861816,0.6557176113128662
26,0.9544285535812378,0.11049784719944,0.000125,0.8261904716491699,0.7024965882301331
