epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.7395356893539429,0.6431121826171875,0.001,0.7857142686843872,0.514792799949646
1,0.7973750233650208,0.49010103940963745,0.001,0.7900874614715576,0.5135059356689453
2,0.816303551197052,0.4428516626358032,0.001,0.7910592555999756,0.49941229820251465
3,0.8291964530944824,0.4090718924999237,0.001,0.8236151337623596,0.4175000488758087
4,0.8376250267028809,0.3834173381328583,0.001,0.8090379238128662,0.4549197554588318
5,0.8459107279777527,0.360405296087265,0.001,0.8479105830192566,0.38016605377197266
6,0.8532857298851013,0.3442040979862213,0.001,0.8440233469009399,0.39119449257850647
7,0.8580714464187622,0.3321860134601593,0.001,0.8396501541137695,0.3914859890937805
8,0.8615535497665405,0.32076406478881836,0.001,0.8318756222724915,0.36612436175346375
9,0.8644464015960693,0.31164124608039856,0.001,0.8396501541137695,0.3595964312553406
10,0.868571400642395,0.30353474617004395,0.001,0.8440233469009399,0.3558978736400604
11,0.8715000152587891,0.2970902919769287,0.001,0.8386783003807068,0.392376184463501
12,0.8735178709030151,0.288351833820343,0.001,0.8411078453063965,0.3737856447696686
13,0.8753571510314941,0.28435036540031433,0.001,0.8333333134651184,0.3798341155052185
14,0.8931249976158142,0.2410028874874115,0.0005,0.8479105830192566,0.34754687547683716
15,0.8984642624855042,0.2284197360277176,0.0005,0.8440233469009399,0.3672146797180176
16,0.9020178318023682,0.22046473622322083,0.0005,0.8469387888908386,0.3670172393321991
17,0.9055356979370117,0.2149820774793625,0.0005,0.8469387888908386,0.39288610219955444
18,0.9180535674095154,0.18447856605052948,0.00025,0.852283775806427,0.3921496570110321
19,0.9222857356071472,0.17640672624111176,0.00025,0.8440233469009399,0.4134352505207062
20,0.9252142906188965,0.1679699718952179,0.00025,0.8415938019752502,0.45395326614379883
21,0.9346607327461243,0.1500052660703659,0.000125,0.8449951410293579,0.4778481721878052
